"source_id","priority","category","title","source_type","url","ingest_first","why","notes","extract_symbol"
"langchain_recursive_splitter","P0","chunking","LangChain Recursive Text Splitter","official_doc","https://docs.langchain.com/oss/python/integrations/splitters/recursive_text_splitter.md","yes","Practical recursive splitter used in many RAG baselines.","Compare with structure-aware chunking."
"llamaindex_node_parsers","P0","chunking","LlamaIndex Node Parsers","official_doc","https://docs.llamaindex.ai/en/stable/module_guides/loading/node_parsers/modules/","yes","Covers sentence, semantic and structure-aware node parsing options.","Use for chunk boundary design notes."
"haystack_document_splitter","P0","chunking","Haystack DocumentSplitter","official_doc","https://docs.haystack.deepset.ai/docs/documentsplitter","yes","Documents split_by, split_length and split_overlap choices in a mature RAG framework.","Use to compare chunk boundary strategies."
"llamaindex_loading_data","P0","ingestion","LlamaIndex Loading Data","official_doc","https://developers.llamaindex.ai/python/framework/understanding/rag/loading/","yes","Covers readers/loaders and document ingestion concepts.","Use for ingestion design."
"llamaindex_ingestion_pipeline","P0","ingestion","LlamaIndex Ingestion Pipeline","official_doc","https://docs.llamaindex.ai/en/stable/module_guides/loading/ingestion_pipeline/","yes","Covers transformations, metadata, embedding and vector store pipelines.","Directly maps to our data-to-vector flow."
"llamaindex_indexing","P0","indexing","LlamaIndex Indexing","official_doc","https://developers.llamaindex.ai/python/framework/understanding/rag/indexing/","yes","Explains how documents become indexes.","Use for architecture notes."
"llamaindex_querying","P0","querying","LlamaIndex Querying","official_doc","https://developers.llamaindex.ai/python/framework/understanding/rag/querying/","yes","Explains retrievers, query engines and response synthesis.","Useful for context assembly design."
"chroma_docs","P0","vector db","Chroma Docs","official_doc","https://docs.trychroma.com/docs/overview/introduction","yes","Official Chroma overview for local vector database.","Use for Chroma architecture notes."
"chroma_collections","P0","vector db","Chroma Collections","official_doc","https://docs.trychroma.com/docs/collections","yes","Explains collection design and operations.","Use for index management."
"chroma_embedding_functions","P0","vector db","Chroma Embedding Functions","official_doc","https://docs.trychroma.com/docs/embeddings/embedding-functions","yes","Explains embedding function integration.","Compare Ollama bge-m3 usage."
"chroma_query_and_get","P0","vector db","Chroma Query and Get","official_doc","https://docs.trychroma.com/docs/querying-collections/query-and-get","yes","Explains collection.query, similarity search and metadata filtering with where.","Use for Chroma query and metadata filter answers."
"chroma_metadata_filtering","P0","vector db","Chroma Metadata Filtering","official_doc","https://docs.trychroma.com/docs/querying-collections/metadata-filtering","yes","Explains Chroma where filters and metadata condition operators.","Use for precise metadata filter behavior."
"ollama_api","P0","local model","Ollama API Introduction","official_doc","https://github.com/ollama/ollama/blob/main/docs/api.md","yes","Official Ollama local API reference.","Use for local LLM and embedding calls."
"ollama_python","P0","local model","Ollama Python Library","official_doc","https://github.com/ollama/ollama-python","yes","Official Python client for Ollama.","Use in project client wrapper."
"bge_m3_model_card","P0","embedding","BGE-M3 Model Card","model_card","https://huggingface.co/BAAI/bge-m3","yes","Official model card for the embedding model we use locally.","Use for explaining multilingual and retrieval capability."
"bge_m3_paper","P0","embedding","BGE-M3 Paper","paper","https://arxiv.org/abs/2402.03216","yes","Paper behind BGE-M3 multi-function embedding model.","Use for technical notes, not full ingestion initially."
"sentence_bert_paper","P0","embedding","Sentence-BERT","paper","https://arxiv.org/abs/1908.10084","yes","Classic sentence embedding paper.","Good foundation for semantic retrieval."
"langchain_retrievers","P0","retrieval","LangChain Retriever Integrations","official_doc","https://docs.langchain.com/oss/python/integrations/retrievers/index.md","yes","Explains retriever integrations and retrieval system choices.","Use for comparing retriever designs."
"llamaindex_advanced_retrieval","P0","retrieval","LlamaIndex Advanced Retrieval","official_doc","https://developers.llamaindex.ai/python/framework/optimizing/advanced_retrieval/advanced_retrieval/","yes","Summarizes advanced retrieval strategies in a mature RAG framework.","Use for retrieval optimization design."
"langchain_self_query","P0","retrieval","MongoDB Self-Query Retrieval with LangChain","official_doc","https://www.mongodb.com/docs/atlas/ai-integrations/langchain/self-query-retrieval/","yes","Shows natural-language query analysis into metadata filters with LangChain.","Matches enterprise query planning direction."
"colbert_github","P0","reranking","ColBERT GitHub","github","https://github.com/stanford-futuredata/ColBERT","yes","Classic late-interaction retrieval and rerank style project.","Use as advanced retrieval reference."
"llamaindex_node_postprocessors","P0","reranking","LlamaIndex Node Postprocessors","official_doc","https://docs.llamaindex.ai/en/stable/module_guides/querying/node_postprocessors/","yes","Covers post-retrieval node processing and reranking before response synthesis.","Use for two-stage retrieval design."
"cohere_rerank_docs","P0","reranking","Cohere Rerank","official_doc","https://docs.cohere.com/docs/reranking-with-cohere","yes","Official rerank API docs with candidate documents and top_n reranking.","Use as a practical rerank reference."
"haystack_rankers","P0","reranking","Haystack Rankers","official_doc","https://docs.haystack.deepset.ai/docs/rankers","yes","Covers ranker components that reorder retrieved documents in pipelines.","Use to compare framework-level reranking."
"llamaindex_evaluating","P0","evaluation","LlamaIndex Evaluating","official_doc","https://docs.llamaindex.ai/en/stable/module_guides/evaluating/","yes","Official evaluation guide for retrieval and response quality.","Use for eval module design."
"langsmith_evaluation","P0","evaluation","LangSmith Evaluation Concepts","official_doc","https://docs.smith.langchain.com/evaluation","yes","Official evaluation docs from LangChain ecosystem.","Use for experiment tracking concepts."
"langsmith_rag_eval","P0","evaluation","LangSmith Evaluate RAG Tutorial","official_doc","https://docs.langchain.com/langsmith/evaluate-rag-tutorial","yes","RAG-specific evaluation workflow.","Use for portfolio evaluation design."
"ragas_metrics","P0","evaluation","Ragas Metrics","official_doc","https://docs.ragas.io/en/stable/concepts/metrics/available_metrics/","yes","RAG evaluation metrics like faithfulness and context relevance.","Use metrics taxonomy."
"trulens_rag_triad","P0","evaluation","TruLens RAG Triad","official_doc","https://www.trulens.org/getting_started/core_concepts/rag_triad/","yes","Clear framework for context relevance, groundedness and answer relevance.","Good for answer quality audit."
"hf_rag_eval_cookbook","P0","evaluation","Hugging Face RAG Evaluation Cookbook","cookbook","https://huggingface.co/learn/cookbook/rag_evaluation","yes","Practical evaluation notebook from Hugging Face.","Use as implementation reference."
"ragchecker_paper","P0","evaluation","RAGChecker Paper","paper","https://arxiv.org/abs/2408.08067","yes","Fine-grained diagnostic framework for RAG retrieval and generation modules.","Use for badcase taxonomy and diagnostic metrics."
"ragchecker_readme","P0","evaluation","RAGChecker GitHub README","github","https://raw.githubusercontent.com/amazon-science/RAGChecker/main/README.md","yes","Open-source RAGChecker usage and metrics overview.","Use for practical diagnostic input/output shape."
"alce_citation_paper","P0","evaluation","ALCE Citation Evaluation Paper","paper","https://arxiv.org/abs/2305.14627","yes","Citation evaluation benchmark covering fluency, correctness and citation quality.","Use to strengthen citation quality evaluation."
"alce_readme","P0","evaluation","ALCE GitHub README","github","https://raw.githubusercontent.com/princeton-nlp/ALCE/main/README.md","yes","Open-source ALCE code and citation evaluation workflow.","Use for citation evaluation implementation notes."
"ragas_faithfulness","P0","evaluation","Ragas Faithfulness","official_doc","https://docs.ragas.io/en/stable/concepts/metrics/available_metrics/faithfulness/","yes","Explains claim-level faithfulness against retrieved context.","Use for answer groundedness audit."
"ragas_context_precision","P0","evaluation","Ragas Context Precision","official_doc","https://docs.ragas.io/en/stable/concepts/metrics/available_metrics/context_precision/","yes","Explains whether relevant chunks rank highly in retrieved contexts.","Use for retrieval ranking evaluation."
"ragas_context_recall","P0","evaluation","Ragas Context Recall","official_doc","https://docs.ragas.io/en/stable/concepts/metrics/available_metrics/context_recall/","yes","Explains whether retrieved context covers claims needed by reference answers.","Use for missing-evidence diagnosis."
"deepeval_faithfulness","P0","evaluation","DeepEval Faithfulness","official_doc","https://deepeval.com/docs/metrics-faithfulness","yes","Faithfulness metric for detecting contradictions and unsupported claims.","Use as alternate evaluator design reference."
"deepeval_contextual_precision","P0","evaluation","DeepEval Contextual Precision","official_doc","https://deepeval.com/docs/metrics-contextual-precision","yes","Contextual precision metric for ranking relevant retrieval nodes before irrelevant ones.","Use for top-k and rerank evaluation."
"deepeval_contextual_recall","P0","evaluation","DeepEval Contextual Recall","official_doc","https://deepeval.com/docs/metrics-contextual-recall","yes","Contextual recall metric for whether retrieval captures information needed for the expected output.","Use for recall-oriented badcase analysis."
"deepeval_contextual_relevancy","P0","evaluation","DeepEval Contextual Relevancy","official_doc","https://deepeval.com/docs/metrics-contextual-relevancy","yes","Contextual relevancy metric for how relevant retrieved context is to input.","Use for retrieval relevance checks."
"phoenix_evaluate_rag","P0","evaluation","Phoenix Evaluate RAG","official_doc","https://arize.com/docs/phoenix/cookbook/evaluation/evaluate-rag","yes","Phoenix cookbook describing retrieval and response evaluation for RAG systems.","Use for production-style eval workflow."
"phoenix_document_relevance","P0","evaluation","Phoenix Document Relevance","official_doc","https://arize.com/docs/phoenix/evaluation/pre-built-metrics/document-relevance","yes","Evaluates whether individual retrieved documents are relevant to a query.","Use for document-level retrieval debug."
"phoenix_faithfulness","P0","evaluation","Phoenix Faithfulness","official_doc","https://arize.com/docs/phoenix/evaluation/pre-built-metrics/faithfulness","yes","Evaluates whether RAG responses are grounded in context and detects hallucinations.","Use for grounded response audit."
"openai_prompt_engineering","P1","prompting","OpenAI Prompt Engineering Guide","official_doc","https://platform.openai.com/docs/guides/prompt-engineering","no","Authoritative prompt engineering reference.","Use for prompt strategy, not first ingestion."
"anthropic_prompt_engineering","P1","prompting","Anthropic Prompt Engineering Overview","official_doc","https://docs.anthropic.com/en/docs/build-with-claude/prompt-engineering/overview","no","High-quality prompt guidance with production perspective.","Use to compare prompt patterns."
"gemini_prompting","P1","prompting","Google Gemini Prompting Strategies","official_doc","https://ai.google.dev/gemini-api/docs/prompting-strategies","no","Another official prompting perspective.","Useful for cross-provider comparison."
"attention_is_all_you_need","P1","llm basics","Attention Is All You Need","paper","https://arxiv.org/abs/1706.03762","no","Transformer foundation paper.","Use for foundational learning notes."
"gpt3_few_shot","P1","llm basics","Language Models are Few-Shot Learners","paper","https://arxiv.org/abs/2005.14165","no","Classic GPT-3 and few-shot paper.","Use for LLM capability background."
"instructgpt_rlhf","P1","alignment","Training language models to follow instructions with human feedback","paper","https://arxiv.org/abs/2203.02155","no","Classic InstructGPT and RLHF paper.","Use for alignment concept notes."
"lora_paper","P1","fine tuning","LoRA Paper","paper","https://arxiv.org/abs/2106.09685","no","Classic parameter-efficient fine-tuning paper.","Do not mix into first RAG index."
"hf_peft_lora","P1","fine tuning","Hugging Face PEFT LoRA Docs","official_doc","https://huggingface.co/docs/peft/main/en/conceptual_guides/lora","no","Official PEFT LoRA guide.","Use after RAG V1 is stable."
"hf_generation_strategies","P1","transformers","Hugging Face Generation Strategies","official_doc","https://huggingface.co/docs/transformers/main/en/generation_strategies","no","Explains decoding and generation controls.","Useful for answer generation tuning."
"hf_chat_templates","P1","transformers","Hugging Face Chat Templates","official_doc","https://huggingface.co/docs/transformers/main/en/chat_templating","no","Explains chat formatting for local models.","Useful for model integration."
"hf_datasets_docs","P1","datasets","Hugging Face Datasets Docs","official_doc","https://huggingface.co/docs/datasets/index","no","Useful for dataset loading and processing.","Use when building evaluation datasets."
"vllm_docs","P1","serving","vLLM Documentation","official_doc","https://docs.vllm.ai/","no","Production-grade LLM serving documentation.","Use when adding deployment section."
"vllm_openai_server","P1","serving","vLLM OpenAI-Compatible Server","official_doc","https://docs.vllm.ai/en/latest/serving/openai_compatible_server.html","no","Useful for serving models behind OpenAI-style API.","Use after local RAG is stable."
"react_paper","P1","agent","ReAct Paper","paper","https://arxiv.org/abs/2210.03629","no","Classic reasoning and acting paper.","Use for agentic RAG stage."
"langgraph_docs","P1","agent","LangGraph Documentation","official_doc","https://langchain-ai.github.io/langgraph/","no","Official graph-based agent workflow docs.","Use for future agent workflow."
"hf_agents_course","P1","agent","Hugging Face Agents Course","official_doc","https://huggingface.co/learn/agents-course","no","Structured agent learning resource.","Use later as learning material."
"microsoft_graphrag","P1","graph rag","Microsoft GraphRAG","github","https://github.com/microsoft/graphrag","no","Important open-source GraphRAG project.","Use as advanced architecture reference."
"haystack_docs","P1","rag framework","Haystack Documentation","official_doc","https://docs.haystack.deepset.ai/docs/intro","no","Mature RAG/search framework docs.","Use for comparing framework concepts."
"langchain_rag_from_scratch","P1","llm app framework","LangChain RAG From Scratch","github","https://github.com/langchain-ai/rag-from-scratch","no","Practical RAG notebook series from LangChain team.","Use as implementation reference."
"llamaindex_github","P1","llm app framework","LlamaIndex GitHub","github","https://github.com/run-llama/llama_index","no","Main LlamaIndex project repository.","Use for source-level reference only."
"deepseek_api_docs","P1","model provider","DeepSeek API Docs","official_doc","https://api-docs.deepseek.com/","no","Official API docs for provider integration.","Do not store API keys in repo."
"local_course_notes","P2","course reference","Local course notes from provided PDFs","local_notes","materials_notes/","no","Useful for your learning path and Chinese explanations.","Only upload our own notes, not original PDFs."

